id,name,description,color,layer,connections_count
"operário-massa","operário-massa","Conceito extraído de: Capítulo 7: Marxismo e Tecnologia — Debates Clássicos","#10b981",0,0
"opy","opy","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"organiza-natureza-desde-dentro","organiza natureza desde dentro","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"organização-coletiva-luta-de-classes-transformação-estrutural","organização coletiva, luta de classes, transformação
                            estrutural","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"organização-em-rede","organização em rede","Conceito extraído de: Capítulo 9: Pós-Operaísmo e a Teoria da Multidão","#10b981",0,0
"organização-militar-defensiva","organização militar defensiva","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"organização-política","organização política","Conceito extraído de: Capítulo 24: Políticas para o Antropoceno Digital","#10b981",0,0
"organização-política-do-trabalho","organização política do
                                    trabalho","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#ef4444",-1,0
"organopónicos","organopónicos","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"oráculo-opaco","oráculo opaco","Conceito extraído de: Capítulo 25: O Dragão Cibernético: China e a Explosão Informacional da Cibernética de Segunda
                    Ordem","#10b981",0,0
"os-afetados","os
                        afetados","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"otimista","otimista","Conceito extraído de: Capítulo 9: Pós-Operaísmo e a Teoria da Multidão","#10b981",0,0
"otimistas-ingênuos","otimistas ingênuos","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"otimiza-especificamente-monocultura-capitalista","otimiza especificamente monocultura capitalista","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#ef4444",-1,0
"outra-economia-digital-não-é-utopia-—-é-luta-política-em-curso","outra economia digital não é utopia — é luta política em curso","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"outra-economia-digital-é-possível","outra economia digital é possível","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"outra-economia-digital-é-possível-mas-não-vai-cair-do-céu","outra economia digital é possível, mas não vai cair do
                        céu","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"outra-forma-de-capitalismo","outra forma de capitalismo","Conceito extraído de: Capítulo 25: O Dragão Cibernético: China e a Explosão Informacional da Cibernética de Segunda
                    Ordem","#ef4444",-1,0
"outras-escolhas-são-possíveis","outras escolhas são possíveis","Conceito extraído de: Capítulo 24: Políticas para o Antropoceno Digital","#10b981",0,0
"outras-raízes","outras raízes","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"outras-tradições-tiveram-seus-próprios-saltos","outras tradições tiveram seus próprios saltos","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"outro","outro","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"outro-mundo-já-existiu-e-ainda-existe-nas-margens","outro mundo já existiu e ainda existe nas margens","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"outro-mundo-é-possível","outro mundo é
                        possível","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"outro-sistema-operacional-é-possível","outro sistema operacional é possível","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"ouvir","ouvir","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"padronização","padronização","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"padrões","padrões","Conceito extraído de: Capítulo 16: A Farmácia Global e a Guerra às Drogas Digital","#10b981",0,0
"padrões-de-desejo","padrões de desejo","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"paga","paga","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"panóptico","panóptico","Conceito extraído de: Capítulo 25: O Dragão Cibernético: China e a Explosão Informacional da Cibernética de Segunda
                    Ordem","#10b981",0,0
"para-capital","para
                                capital","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#ef4444",-1,0
"para-trabalho","para
                                trabalho","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#ef4444",-1,0
"para-nós","para nós","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"para-quais-fins","para quais fins","Conceito extraído de: Capítulo 9: Pós-Operaísmo e a Teoria da Multidão","#10b981",0,0
"para-quem","para quem","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"para-quê","para quê","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"paralisando-a-ação-política","paralisando a ação política","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"paraíso-desregulado","paraíso desregulado","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"parciais-fr-ágeis-sempre-sob-ameaça","parciais, fr ágeis, sempre sob ameaça","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"parcial","parcial","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"parcialmente","parcialmente","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"parece","parece","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"parte-integrante-e-estrutural","parte integrante e estrutural","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"participando-ativamente","participando ativamente","Conceito extraído de: Capítulo 6: Cibernética — Controle, Comunicação e Sociedade","#10b981",0,0
"participar","participar","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"participativa-federada-e-autogerida","participativa, federada e autogerida","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"participação-dos-trabalhadores-no-design-do-sistema","participação dos
                        trabalhadores
                        no design do sistema","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#10b981",0,0
"particular","particular","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"partir-das-lutas","partir das lutas","Conceito extraído de: Capítulo 7: Marxismo e Tecnologia — Debates Clássicos","#10b981",0,0
"passado-oculto","passado oculto","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"pastores-celebridades-evangélicos","pastores-celebridades evangélicos","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"patches","patches","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"patentes-copyright-drm-paywall","patentes,
                            copyright, DRM, paywall","Conceito extraído de: Capítulo 5: Marx e a Crítica da Economia Política","#10b981",0,0
"path-dependence","path dependence","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"patologias-comunicativas","patologias comunicativas","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"patriarcado-estrutura-a-tecnologia-digital","patriarcado estrutura a tecnologia
                                digital","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"patriarcal-e-racista","patriarcal e racista","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"pedagogia-política","pedagogia política","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"pensamento-dialético","pensamento dialético","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"peptídeos-bioativos","peptídeos bioativos","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"per-se","per se","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"perder","perder","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"perderam-os-critérios-compartilhados-para-distinguir-o-verdadeiro-do-falso","perderam os critérios compartilhados para distinguir o verdadeiro do falso","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"perderiam-receita","perderiam receita","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"perfeição-é-morte-do-vivo","perfeição
                                    é morte do vivo","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"perfil-preditivo","perfil
                            preditivo","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#10b981",0,0
"performa","performa","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"performa-esse-progresso","performa esse
                        progresso","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"performa-um-salto","performa um salto","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"performando","performando","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"performar","performar","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"performática","performática","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"periferia-não-alcança-centro-via-precarização-—-ultrapassa-em-brutalidade","periferia não ""alcança"" centro via precarização — ultrapassa
                                        em brutalidade","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"permacultura","permacultura","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"personalização-algorítmica","personalização algorítmica","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"perturba","perturba","Conceito extraído de: Capítulo 6: Cibernética — Controle, Comunicação e Sociedade","#10b981",0,0
"perturbações","perturbações","Conceito extraído de: Capítulo 6: Cibernética — Controle, Comunicação e Sociedade","#10b981",0,0
"pessimista","pessimista","Conceito extraído de: Capítulo 9: Pós-Operaísmo e a Teoria da Multidão","#10b981",0,0
"pico-de-densidade-teórica","pico de
                            densidade teórica","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"piloto-teste","piloto-teste","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"pirataria","pirataria","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"planejamento-socialista-funcionava-sem-autoritarismo","planejamento
                            socialista
                            FUNCIONAVA sem autoritarismo","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#10b981",0,0
"planejamento-central-burocrático","planejamento central burocrático","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"planejamento-cibernético-democrático","planejamento cibernético democrático","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"planejamento-para-quem-decidido-por-quem","planejamento para quem? Decidido por quem?","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"planejamento-socialista-democrático-funcionava","planejamento socialista democrático FUNCIONAVA","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#10b981",0,0
"plataforma-digital","plataforma
                        digital","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#10b981",0,0
"plataforma-de-dados-religiosos","plataforma de dados
                                religiosos","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"plataforma-que-integre-os-sistemas-de-pagamento-digital-já-existentes","plataforma que
                        integre os sistemas de pagamento digital já existentes","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"plataformas","plataformas","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#10b981",0,0
"plataformas-de-tokenização-de-atletas","plataformas de ""tokenização de atletas""","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"plataformas-de-deliberação-coletiva","plataformas de deliberação
                        coletiva","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"plataformas-digitais-de-deliberação","plataformas digitais de deliberação","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"plataformas-digitais-públicas","plataformas digitais públicas","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"plataformas-fechadas","plataformas fechadas","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"plataformizam","plataformizam","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"pluralidade-de-modos-de-existir","pluralidade de modos de existir","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"pluralização-e-relocação","pluralização e
                                relocação","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"pluralizá-la","pluralizá-la","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"pluriversalidade","pluriversalidade","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"pluriversalidade-epistêmica","pluriversalidade epistêmica","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"pluriverso","pluriverso","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"pluriverso-financeiro","pluriverso
                                        financeiro","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"pluriverso-de-racionalidades","pluriverso de
                                racionalidades","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"plutocracia","plutocracia","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"podem","podem","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"podem-ser-instrumentalizadas-por-poder","podem ser instrumentalizadas por poder","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"poder","poder","Conceito extraído de: Capítulo 4: Economia Política — Desenvolvimento, Dependência e Periferia","#10b981",0,0
"poder-político","poder
                        político","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"poder-absoluto-sem-accountability","poder absoluto sem accountability","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#10b981",0,0
"poder-de-veto-material","poder de veto material","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"poder-decisório-real","poder decisório real","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"poder-disciplinar","poder disciplinar","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"poder-material","poder material","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"poder-político","poder político","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"poder-político-para-quebrar-interesses-instalados","poder político
                        para quebrar interesses instalados","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"poder-suficiente","poder suficiente","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"poder-sobrevivência-adaptação-hibridização","poder, sobrevivência, adaptação,
                                hibridização","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"poderia","poderia","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"poiesis","poiesis","Conceito extraído de: Capítulo 6: Cibernética — Controle, Comunicação e Sociedade","#10b981",0,0
"policiamento-preditivo","policiamento preditivo","Conceito extraído de: Capítulo 16: A Farmácia Global e a Guerra às Drogas Digital","#10b981",0,0
"politicamente-complexo","politicamente complexo","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"politizam","politizam","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"política","política","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#10b981",0,0
"política-industrial","política industrial","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"política-prefigurativa","política prefigurativa","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"político","político","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"pontes-metodológicas","pontes metodológicas","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"ponto-de-vista-do-trabalho","ponto de vista do trabalho","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#ef4444",-1,0
"ponto-de-vista-privilegiado","ponto de vista privilegiado","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"pontos-cegos","pontos cegos","Conceito extraído de: Capítulo 25: O Dragão Cibernético: China e a Explosão Informacional da Cibernética de Segunda
                    Ordem","#10b981",0,0
"pontos-de-partida","pontos de partida","Conceito extraído de: Glossário Completo","#10b981",0,0
"população","população","Conceito extraído de: Capítulo 9: Pós-Operaísmo e a Teoria da Multidão","#10b981",0,0
"por-que","por que","Conceito extraído de: Capítulo 5: Marx e a Crítica da Economia Política","#10b981",0,0
"por-que-alguns-saltos-dialéticos-se-completam-enquanto-outros-abortam","por que alguns saltos dialéticos se completam enquanto outros abortam?","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"por-que-as-alternativas-não-escalam","por que as alternativas não escalam?","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#3b82f6",1,0
"por-que-fracassaram","por que fracassaram","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"por-quê","por quê","Conceito extraído de: 🔄 Da Teoria à Práxis","#10b981",0,0
"porque","porque","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"porque-classe-dominante-controla-meios-de-comunicação","porque classe dominante controla meios de comunicação","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"posição-monopolista-na-circulação","posição monopolista na circulação","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"possibilidades","possibilidades","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"possibilidades-políticas","possibilidades
                                políticas","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"potencial-libertador","potencial libertador","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"potencialidade-preservada","potencialidade
                        preservada","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"potlatch","potlatch","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"potência-da-multidão","potência da multidão","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"povo","povo","Conceito extraído de: Capítulo 9: Pós-Operaísmo e a Teoria da Multidão","#10b981",0,0
"ppali-ppali","ppali-ppali","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"pragmático","pragmático","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"pramāṇa-śāstra","pramāṇa-śāstra","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"pranayama","pranayama","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"pratītyasamutpāda","pratītyasamutpāda","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"praxis","praxis","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"precarizado","precarizado","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"precarização-via-plataformas","precarização via plataformas","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"precisa","precisa","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#10b981",0,0
"precisamos-de-saltos-plurais","precisamos de saltos plurais","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"predatório","predatório","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"prejuízo-por-anos","prejuízo por anos","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"presente","presente","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"presidencialismo-de-coalizão","presidencialismo de coalizão","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"presidência-rotativa","presidência rotativa","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"pressupõe-uma-ontologia-da-comunicação-que-é-apenas-uma-entre-muitas-possíveis","pressupõe uma ontologia da comunicação que é apenas uma entre muitas
                        possíveis","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"prevenir-desigualdade","prevenir
                        desigualdade","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"prever","prever","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"previsão-matemática-objetiva","previsão matemática objetiva","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"preço","preço","Conceito extraído de: Capítulo 1: Introdução ao Marxismo — Mercadoria, Valor e Capital","#10b981",0,0
"primeira-aproximação","primeira aproximação","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#10b981",0,0
"primeiras-programadoras-do-mundo","primeiras programadoras do mundo","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"princípios-cooperativistas-internacionais","princípios cooperativistas internacionais","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"princípios-gerais","princípios gerais","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"privada","privada","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"privatizado","privatizado","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"privatização-do-fracasso-socialização-do-lucro","privatização do fracasso, socialização do lucro","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"pro-gamer","pro-gamer","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"problemáticas","problemáticas","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"procedimentos-públicos-e-verificáveis","procedimentos públicos e verificáveis","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"processador","processador","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"processo","processo","Conceito extraído de: Capítulo 1: Introdução ao Marxismo — Mercadoria, Valor e Capital","#10b981",0,0
